Bin	Sequences	Proportion	Patterns	Percent Full
truncated_left	9981.0	0.9979004199160167	561	99.98497144574692%
other	17.0	0.0016996600679864027	18	0.0%
untileable_sequences	4.0	0.0003999200159968006	0	0.0%
Totals	10002.0	0.9999999999999999	579


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
truncated_left	9981.0	0.9979	561	0.9998497144574692
Subclassification	Sequence Count	Repeats	Proportion of truncated_left	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[22-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-163](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-162](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-162](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[5-2863](+) ITR-FLIP[21-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[24-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[23-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[22-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[26-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[25-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[24-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-163](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-161](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-162](-) ITR-FLIP[22-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-161](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-160](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[20-165](-) ITR-FLIP[21-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2863](+) ITR-FLIP[21-163](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[4-2861](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[3-2865](+) ITR-FLIP[23-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[25-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-161](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-161](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[3-2864](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[3-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[21-163](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[22-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[24-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-163](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-162](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-162](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[27-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[25-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[25-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[24-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[24-165](-) ITR-FLIP[21-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[24-163](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[22-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-162](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-164](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-163](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-162](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-160](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-164](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-163](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-162](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[27-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-163](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[22-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-163](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[23-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[22-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-163](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-159](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-162](-) ITR-FLIP[23-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-162](-) ITR-FLIP[21-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-158](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[20-165](-) ITR-FLIP[21-161](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[148-165](-) ITR-FLIP[21-149](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-165](-) ITR-FLIP[22-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-164](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-163](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[23-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[22-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-163](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-162](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-160](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2862](+) ITR-FLIP[21-165](-) ITR-FLIP[24-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2861](+) ITR-FLIP[21-165](-) ITR-FLIP[21-164](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2861](+) ITR-FLIP[21-163](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2861](+) ITR-FLIP[21-159](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2859](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	False	P I	Payload[1-2858](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	False	False	True	P I	Payload[2-2864](-) ITR-FLIP[22-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[24-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-161](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	True	False	True	P I	Payload[3-2864](-) ITR-FLIP[22-165](+) ITR-FLIP[21-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[19-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[19-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[16-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	True	False	True	P I	Payload[1-2864](-) ITR-FLIP[25-165](+) ITR-FLIP[21-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[24-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[23-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-164](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[24-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	True	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+) ITR-FLIP[21-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-161](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	True	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+) ITR-FLIP[21-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	True	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+) ITR-FLIP[21-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-162](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	True	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+) ITR-FLIP[21-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	True	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+) ITR-FLIP[21-161](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	True	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-164](+) ITR-FLIP[22-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	True	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-161](+) ITR-FLIP[21-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	True	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+) ITR-FLIP[21-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	False	False	True	P I	Payload[1-2862](-) ITR-FLIP[22-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	True	False	True	P I	Payload[1-2862](-) ITR-FLIP[22-165](+) ITR-FLIP[21-165](+)
truncated_left	1.0	0	0.00010019036168720569	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+)
truncated_left	1.0	0	0.00010019036168720569	forward_linear	False	False	True	P I	Payload[1-2861](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	reverse_linear	False	False	True	P I	Payload[5-2864](-) ITR-FLIP[22-165](+)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	reverse_linear	False	False	True	P I	Payload[4-2864](-) ITR-FLIP[22-165](+)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[4-2861](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-164](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	reverse_linear	False	False	True	P I	Payload[3-2864](-) ITR-FLIP[22-165](+)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[28-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[4-2861](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[22-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-164](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	reverse_linear	False	False	True	P I	Payload[3-2864](-) ITR-FLIP[22-165](+)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-164](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[27-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-163](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[20-165](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	reverse_linear	True	False	True	P I	Payload[5-2864](-) ITR-FLIP[23-165](+) ITR-FLIP[21-165](+)
